City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
0,Busselton,-33.65,115.3333,70.09,68,13,8.86,AU,2022-02-12 01:16:52,few clouds
1,Butaritari,3.0707,172.7902,81.88,78,73,15.43,KI,2022-02-12 01:17:38,light rain
2,Cidreira,-30.1811,-50.2056,74.46,83,0,20.31,BR,2022-02-12 01:20:57,clear sky
3,Souillac,-20.5167,57.5167,75.58,94,40,3.44,MU,2022-02-12 01:20:57,scattered clouds
4,Chumikan,54.7183,135.315,8.98,92,100,4.41,RU,2022-02-12 01:20:57,light snow
5,Punta Arenas,-53.15,-70.9167,57.31,72,75,28.77,CL,2022-02-12 01:20:58,broken clouds
6,Eureka,40.8021,-124.1637,65.68,72,100,1.01,US,2022-02-12 01:20:58,overcast clouds
7,Lata,40.1629,-8.3327,49.71,94,100,1.34,PT,2022-02-12 01:20:59,overcast clouds
8,Ushuaia,-54.8,-68.3,49.66,100,100,6.91,AR,2022-02-12 01:20:59,heavy intensity rain
9,San Joaquin,37.9333,-121.3011,73.63,44,0,0.0,US,2022-02-12 01:20:59,clear sky
10,Tagum,7.4478,125.8078,82.31,78,95,4.09,PH,2022-02-12 01:21:00,overcast clouds
11,Ponta Do Sol,32.6667,-17.1,64.71,73,12,6.89,PT,2022-02-12 01:21:00,few clouds
12,Yellowknife,62.456,-114.3525,-12.48,84,100,2.3,CA,2022-02-12 01:21:01,light snow
13,Ribeira Grande,38.5167,-28.7,60.15,75,100,11.81,PT,2022-02-12 01:17:43,overcast clouds
14,Chokurdakh,70.6333,147.9167,-4.09,96,100,13.33,RU,2022-02-12 01:18:09,overcast clouds
15,Albany,42.6001,-73.9662,51.57,54,100,3.0,US,2022-02-12 01:18:26,overcast clouds
16,Rikitea,-23.1203,-134.9692,79.18,74,0,16.87,PF,2022-02-12 01:21:02,light rain
17,New Norfolk,-42.7826,147.0587,68.88,37,9,1.99,AU,2022-02-12 01:21:02,clear sky
18,Puerto Ayora,-0.7393,-90.3518,72.55,100,60,7.49,EC,2022-02-12 01:21:02,broken clouds
19,Sisimiut,66.9395,-53.6735,20.34,95,100,5.48,GL,2022-02-12 01:21:03,snow
20,College,64.8569,-147.8028,9.81,74,75,3.44,US,2022-02-12 01:21:03,broken clouds
21,Torbay,47.6666,-52.7314,35.58,86,0,11.5,CA,2022-02-12 01:21:04,clear sky
22,Moche,-8.1711,-79.0092,69.98,83,100,8.05,PE,2022-02-12 01:21:04,mist
23,Antigonish,45.6169,-61.9986,36.82,83,98,6.17,CA,2022-02-12 01:18:11,overcast clouds
24,Hermanus,-34.4187,19.2345,64.9,90,0,8.19,ZA,2022-02-12 01:21:05,clear sky
25,Duverge,18.3784,-71.5247,72.64,69,0,1.52,DO,2022-02-12 01:21:05,clear sky
26,Sitka,57.0531,-135.33,44.49,81,100,8.05,US,2022-02-12 01:21:05,moderate rain
27,Bredasdorp,-34.5322,20.0403,63.72,82,8,3.44,ZA,2022-02-12 01:21:06,clear sky
28,Bereznik,62.8551,42.7072,22.03,94,100,6.46,RU,2022-02-12 01:21:06,overcast clouds
29,Mataura,-46.1927,168.8643,59.49,50,99,9.28,NZ,2022-02-12 01:21:07,overcast clouds
30,Lavrentiya,65.5833,-171.0,-21.39,91,11,7.78,RU,2022-02-12 01:21:07,few clouds
31,Marawi,7.9986,124.2928,77.25,72,16,1.77,PH,2022-02-12 01:21:08,few clouds
32,Buala,-8.145,159.5921,77.0,90,100,4.25,SB,2022-02-12 01:21:08,light rain
33,Luderitz,-26.6481,15.1594,75.49,65,86,9.78,NA,2022-02-12 01:18:37,overcast clouds
34,Port Alfred,-33.5906,26.891,70.93,88,0,5.91,ZA,2022-02-12 01:21:08,clear sky
35,Coihaique,-45.5752,-72.0662,57.15,58,0,8.05,CL,2022-02-12 01:21:09,clear sky
36,Jamestown,42.097,-79.2353,44.1,63,100,13.0,US,2022-02-12 01:18:52,light rain
37,Georgetown,5.4112,100.3354,78.89,87,20,3.44,MY,2022-02-12 01:17:54,few clouds
38,Kabare,-2.4683,28.8242,60.75,92,100,1.21,CD,2022-02-12 01:21:10,overcast clouds
39,Mahebourg,-20.4081,57.7,75.49,94,40,3.44,MU,2022-02-12 01:16:43,scattered clouds
40,Bluff,-46.6,168.3333,59.81,63,42,18.86,NZ,2022-02-12 01:21:10,scattered clouds
41,Castro,-24.7911,-50.0119,62.13,90,19,7.07,BR,2022-02-12 01:17:56,few clouds
42,Namibe,-15.1961,12.1522,75.92,82,100,4.45,AO,2022-02-12 01:21:11,overcast clouds
43,Hasaki,35.7333,140.8333,45.28,51,99,12.8,JP,2022-02-12 01:21:11,overcast clouds
44,Arman,59.7,150.1667,3.18,74,92,5.14,RU,2022-02-12 01:19:30,overcast clouds
45,Thompson,55.7435,-97.8558,-20.04,69,20,5.75,CA,2022-02-12 01:22:12,few clouds
46,Severo-Kurilsk,50.6789,156.125,27.27,78,95,9.57,RU,2022-02-12 01:19:16,light snow
47,Salalah,17.0151,54.0924,71.69,68,20,3.44,OM,2022-02-12 01:22:12,few clouds
48,Saint-Ambroise,48.5501,-71.3324,28.94,93,100,7.74,CA,2022-02-12 01:22:13,light snow
49,Gabriel Leyva Solano,25.6667,-108.6417,69.62,41,0,9.13,MX,2022-02-12 01:22:13,clear sky
50,Hobart,-42.8794,147.3294,68.22,48,20,10.36,AU,2022-02-12 01:17:51,few clouds
51,Bathsheba,13.2167,-59.5167,77.61,57,20,20.71,BB,2022-02-12 01:22:14,few clouds
52,Mitu,1.1983,-70.1733,73.71,94,97,2.89,CO,2022-02-12 01:20:01,overcast clouds
53,Crixas,-14.5489,-49.9692,70.18,93,68,2.48,BR,2022-02-12 01:22:14,broken clouds
54,Akyab,20.15,92.9,65.01,67,5,10.47,MM,2022-02-12 01:22:15,clear sky
55,Nouadhibou,20.931,-17.0347,69.78,56,68,9.22,MR,2022-02-12 01:19:55,broken clouds
56,Mount Gambier,-37.8333,140.7667,73.8,38,2,6.22,AU,2022-02-12 01:21:44,clear sky
57,Itarema,-2.9248,-39.9167,78.24,80,43,9.93,BR,2022-02-12 01:17:24,scattered clouds
58,Hongjiang,27.11,109.9956,40.93,96,100,2.48,CN,2022-02-12 01:22:16,overcast clouds
59,Kodiak,57.79,-152.4072,38.71,93,100,0.0,US,2022-02-12 01:22:16,mist
60,Lensk,60.7253,114.9278,-12.69,99,88,3.56,RU,2022-02-12 01:22:16,overcast clouds
61,Saint-Philippe,-21.3585,55.7679,76.59,71,22,5.59,RE,2022-02-12 01:22:17,few clouds
62,Kanungu,-0.9575,29.7897,62.74,66,100,2.8,UG,2022-02-12 01:22:17,overcast clouds
63,Tuktoyaktuk,69.4541,-133.0374,-22.0,69,75,8.05,CA,2022-02-12 01:22:18,broken clouds
64,Fortuna,40.5982,-124.1573,65.43,73,0,1.99,US,2022-02-12 01:22:18,clear sky
65,Iqaluit,63.7506,-68.5145,-4.27,70,20,3.44,CA,2022-02-12 01:22:19,few clouds
66,Dikson,73.5069,80.5464,2.97,81,100,29.08,RU,2022-02-12 01:22:19,overcast clouds
67,Bay Roberts,47.5999,-53.2648,36.34,86,29,4.0,CA,2022-02-12 01:22:20,scattered clouds
68,Muros,42.7762,-9.0603,51.24,95,3,4.38,ES,2022-02-12 01:22:20,clear sky
69,Hualmay,-11.0964,-77.6139,71.1,81,90,8.9,PE,2022-02-12 01:22:20,overcast clouds
70,Qarayeri,40.7886,46.3066,38.28,81,100,9.22,AZ,2022-02-12 01:22:21,mist
71,Araouane,18.9048,-3.5265,60.67,19,44,11.16,ML,2022-02-12 01:22:21,scattered clouds
72,Avarua,-21.2078,-159.775,82.45,74,54,10.36,CK,2022-02-12 01:22:21,broken clouds
73,Chernyshevskiy,63.0128,112.4714,-15.32,100,95,1.16,RU,2022-02-12 01:22:22,overcast clouds
74,Havre-Saint-Pierre,50.2334,-63.5986,21.2,85,100,3.44,CA,2022-02-12 01:22:22,overcast clouds
75,Gorontalo,0.5412,123.0595,81.45,82,100,1.12,ID,2022-02-12 01:22:22,overcast clouds
76,Hirata,35.4333,132.8167,42.82,75,40,1.14,JP,2022-02-12 01:22:23,scattered clouds
77,Port Hedland,-20.3167,118.5667,91.45,62,2,8.05,AU,2022-02-12 01:19:19,clear sky
78,Rio Gallegos,-51.6226,-69.2181,57.25,77,75,10.36,AR,2022-02-12 01:22:23,broken clouds
79,Changping,40.2186,116.2197,29.84,50,100,2.13,CN,2022-02-12 01:22:24,overcast clouds
80,Samarai,-10.6167,150.6667,83.3,58,68,11.81,PG,2022-02-12 01:22:24,broken clouds
81,Hithadhoo,-0.6,73.0833,81.14,69,100,8.97,MV,2022-02-12 01:21:15,overcast clouds
82,Flinders,-34.5833,150.8552,71.26,90,61,5.99,AU,2022-02-12 01:22:25,light rain
83,Laguna,38.421,-121.4238,73.69,52,0,5.75,US,2022-02-12 01:22:25,clear sky
84,Sarkand,45.41,79.9186,26.73,79,100,4.18,KZ,2022-02-12 01:22:25,overcast clouds
85,Tromso,69.6496,18.957,24.82,80,75,5.75,NO,2022-02-12 01:22:26,broken clouds
86,Geraldton,-28.7667,114.6,82.81,51,8,5.75,AU,2022-02-12 01:22:26,clear sky
87,Alugan,12.2188,125.4808,76.96,94,100,12.62,PH,2022-02-12 01:22:27,moderate rain
88,Lagoa,39.05,-27.9833,59.45,76,100,14.65,PT,2022-02-12 01:22:27,overcast clouds
89,Bethel,41.3712,-73.414,47.48,62,0,6.91,US,2022-02-12 01:22:27,clear sky
90,Limbang,4.75,115.0,80.91,88,100,4.18,MY,2022-02-12 01:22:28,overcast clouds
91,Vanimo,-2.6741,141.3028,79.79,86,100,2.71,PG,2022-02-12 01:23:28,light rain
92,Avera,33.194,-82.5271,58.71,60,0,7.14,US,2022-02-12 01:23:28,clear sky
93,Kruisfontein,-34.0033,24.7314,61.21,85,0,3.18,ZA,2022-02-12 01:23:29,clear sky
94,Tessalit,20.1986,1.0114,63.93,16,57,3.74,ML,2022-02-12 01:23:29,broken clouds
95,Wewak,-3.5534,143.6268,79.07,85,100,2.33,PG,2022-02-12 01:23:30,moderate rain
96,Mount Isa,-20.7333,139.5,96.57,26,0,8.05,AU,2022-02-12 01:23:30,clear sky
97,Necochea,-38.5473,-58.7368,58.03,57,100,15.95,AR,2022-02-12 01:19:10,light rain
98,Kimbe,-5.5502,150.1429,82.56,76,100,5.12,PG,2022-02-12 01:23:30,light rain
99,Barhi,23.9,80.8,51.17,42,10,3.0,IN,2022-02-12 01:23:31,clear sky
100,East London,-33.0153,27.9116,72.0,85,0,3.83,ZA,2022-02-12 01:23:31,clear sky
101,Cape Town,-33.9258,18.4232,67.87,80,0,10.36,ZA,2022-02-12 01:22:25,clear sky
102,Kattivakkam,13.2167,80.3167,79.07,80,15,7.83,IN,2022-02-12 01:23:32,few clouds
103,Qaanaaq,77.484,-69.3632,-22.88,54,0,7.99,GL,2022-02-12 01:23:32,clear sky
104,Manyana,-23.4,21.7167,69.33,66,5,5.75,BW,2022-02-12 01:23:32,clear sky
105,Nikolskoye,59.7035,30.7861,26.49,91,24,8.84,RU,2022-02-12 01:23:33,few clouds
106,Maragheh,37.3917,46.2398,27.82,83,94,6.22,IR,2022-02-12 01:23:33,overcast clouds
107,Kapaa,22.0752,-159.319,81.12,71,0,5.99,US,2022-02-12 01:23:34,clear sky
108,Beloha,-25.1667,45.05,73.6,91,41,11.95,MG,2022-02-12 01:23:34,scattered clouds
109,Airai,-8.9266,125.4092,68.9,80,81,2.06,TL,2022-02-12 01:23:34,broken clouds
110,Iquitos,-3.7481,-73.2472,75.24,100,75,4.61,PE,2022-02-12 01:23:35,broken clouds
111,Noumea,-22.2763,166.4572,89.58,99,99,7.27,NC,2022-02-12 01:23:36,overcast clouds
112,La Rioja,42.25,-2.5,34.05,90,18,3.89,ES,2022-02-12 01:23:36,few clouds
113,Claudio,-20.4433,-44.7658,63.84,96,100,1.68,BR,2022-02-12 01:23:36,light rain
114,Fayaoue,-20.65,166.5333,82.6,79,100,14.67,NC,2022-02-12 01:23:37,overcast clouds
115,Prince Rupert,54.3161,-130.3201,39.29,70,0,3.44,CA,2022-02-12 01:23:37,clear sky
116,Roma,43.2128,-75.4557,51.66,49,100,11.5,US,2022-02-12 01:23:37,overcast clouds
117,Batagay-Alyta,67.8006,130.4114,-21.73,88,63,5.17,RU,2022-02-12 01:23:38,broken clouds
118,Kahului,20.8947,-156.47,82.42,64,40,16.11,US,2022-02-12 01:23:38,scattered clouds
119,Vila Franca Do Campo,37.7167,-25.4333,61.2,76,72,2.24,PT,2022-02-12 01:23:39,broken clouds
120,Loandjili,-4.7561,11.8578,78.91,94,75,2.3,CG,2022-02-12 01:23:39,broken clouds
121,Udachnyy,66.4167,112.4,-16.33,100,99,3.27,RU,2022-02-12 01:23:40,overcast clouds
122,Namatanai,-3.6667,152.4333,84.31,69,91,1.54,PG,2022-02-12 01:23:40,light rain
123,Acapulco,16.8634,-99.8901,80.42,65,75,6.91,MX,2022-02-12 01:23:41,broken clouds
124,Ulladulla,-35.35,150.4667,71.76,76,84,12.03,AU,2022-02-12 01:23:41,broken clouds
125,Ahipara,-35.1667,173.1667,80.69,77,95,20.54,NZ,2022-02-12 01:23:41,overcast clouds
126,Svetlyy,54.675,20.1347,33.96,65,4,13.02,RU,2022-02-12 01:23:42,clear sky
127,Visnes,59.3556,5.2242,42.22,75,75,26.46,NO,2022-02-12 01:23:42,broken clouds
128,Santa Cruz,-17.8,-63.1667,80.06,78,100,5.75,BO,2022-02-12 01:23:43,overcast clouds
129,Juba,4.8517,31.5825,78.06,29,85,3.96,SS,2022-02-12 01:23:43,overcast clouds
130,Grindavik,63.8424,-22.4338,30.15,80,0,11.5,IS,2022-02-12 01:23:43,clear sky
131,Srednekolymsk,67.45,153.6833,-29.31,97,45,6.24,RU,2022-02-12 01:23:44,scattered clouds
132,Tasiilaq,65.6145,-37.6368,12.36,69,100,4.16,GL,2022-02-12 01:23:44,overcast clouds
133,Basco,20.4487,121.9702,76.26,76,100,19.04,PH,2022-02-12 01:23:44,overcast clouds
134,Atuona,-9.8,-139.0333,77.74,76,3,10.76,PF,2022-02-12 01:23:45,clear sky
135,Iracoubo,5.4802,-53.2011,75.85,89,66,9.19,GF,2022-02-12 01:24:45,broken clouds
136,Svetlaya,46.5389,138.3297,25.65,91,100,6.98,RU,2022-02-12 01:20:38,light snow
137,Victoria,22.2855,114.1577,68.95,88,16,5.01,HK,2022-02-12 01:20:14,few clouds
138,Lovozero,68.005,35.0117,7.25,97,79,5.1,RU,2022-02-12 01:24:46,broken clouds
139,Fare,-16.7,-151.0167,82.15,70,100,13.69,PF,2022-02-12 01:24:46,overcast clouds
140,Mar Del Plata,-38.0023,-57.5575,63.09,73,100,25.99,AR,2022-02-12 01:24:47,overcast clouds
141,Broome,42.2506,-75.833,48.78,54,75,10.36,US,2022-02-12 01:24:47,broken clouds
142,San Cristobal,7.7669,-72.225,69.98,88,56,1.03,VE,2022-02-12 01:20:09,broken clouds
143,Bengkulu,-3.8004,102.2655,76.42,81,100,4.32,ID,2022-02-12 01:24:48,overcast clouds
144,Saint-Joseph,-21.3667,55.6167,75.58,73,39,6.29,RE,2022-02-12 01:24:48,scattered clouds
145,La Romana,18.4273,-68.9728,78.53,88,20,0.0,DO,2022-02-12 01:24:49,few clouds
146,Kaitangata,-46.2817,169.8464,63.93,49,100,9.13,NZ,2022-02-12 01:24:49,overcast clouds
147,Talas,38.6908,35.5538,18.27,93,0,5.75,TR,2022-02-12 01:24:50,clear sky
148,Vaini,-21.2,-175.2,86.16,84,20,8.05,TO,2022-02-12 01:24:50,few clouds
149,Xining,36.6167,101.7667,15.35,93,100,0.63,CN,2022-02-12 01:24:50,overcast clouds
150,Port Blair,11.6667,92.75,75.24,88,40,1.14,IN,2022-02-12 01:24:51,mist
151,San Patricio,28.017,-97.5169,66.88,78,0,12.75,US,2022-02-12 01:24:51,clear sky
152,Atbasar,51.8,68.3333,17.69,95,100,12.97,KZ,2022-02-12 01:24:52,light snow
153,Nova Olimpia,-14.7972,-57.2881,73.45,95,100,3.94,BR,2022-02-12 01:24:52,light rain
154,Upernavik,72.7868,-56.1549,-11.04,77,100,17.27,GL,2022-02-12 01:24:52,overcast clouds
155,Beaverlodge,55.2166,-119.4361,27.75,50,100,5.28,CA,2022-02-12 01:24:53,overcast clouds
156,Tiksi,71.6872,128.8694,-12.71,93,74,17.4,RU,2022-02-12 01:24:53,broken clouds
157,Belyy,55.8402,32.9419,26.62,93,99,5.64,RU,2022-02-12 01:24:54,overcast clouds
158,Bela,25.9333,81.9833,48.24,62,0,7.99,IN,2022-02-12 01:24:54,clear sky
159,Henties Bay,-22.116,14.2845,70.86,88,8,10.2,NA,2022-02-12 01:24:54,clear sky
160,Yulara,-25.2406,130.9889,85.84,23,0,16.11,AU,2022-02-12 01:23:44,clear sky
161,Bridlington,54.0831,-0.1919,39.29,78,100,24.11,GB,2022-02-12 01:24:55,overcast clouds
162,Shingu,33.7333,135.9833,49.19,33,100,0.74,JP,2022-02-12 01:24:55,overcast clouds
163,Saint-Georges,12.0564,-61.7485,78.48,73,40,17.27,GD,2022-02-12 01:22:25,scattered clouds
164,Erzin,36.9559,36.2,39.92,63,0,2.06,TR,2022-02-12 01:24:56,clear sky
165,Sao Filipe,14.8961,-24.4956,79.38,47,92,13.73,CV,2022-02-12 01:24:56,overcast clouds
166,Ilulissat,69.2167,-51.1,26.62,74,20,14.97,GL,2022-02-12 01:24:57,few clouds
167,Sirvintos,55.05,24.95,32.81,91,100,11.1,LT,2022-02-12 01:24:57,overcast clouds
168,Morant Bay,17.8815,-76.4093,80.22,82,11,9.51,JM,2022-02-12 01:24:57,few clouds
169,Pevek,69.7008,170.3133,-28.75,99,99,6.33,RU,2022-02-12 01:24:58,overcast clouds
170,Rodrigues Alves,-7.738,-72.6509,74.23,91,100,3.24,BR,2022-02-12 01:24:58,overcast clouds
171,Yaransk,57.3033,47.8861,21.72,97,96,7.0,RU,2022-02-12 01:24:58,overcast clouds
172,Khovu-Aksy,51.1333,93.6,-21.14,88,5,3.36,RU,2022-02-12 01:24:59,clear sky
173,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.06,96,100,1.83,BR,2022-02-12 01:24:59,heavy intensity rain
174,Sisophon,13.5859,102.9737,81.14,65,100,2.13,KH,2022-02-12 01:25:00,overcast clouds
175,Pangnirtung,66.1451,-65.7125,2.37,88,100,2.17,CA,2022-02-12 01:25:00,overcast clouds
176,Suez,29.9737,32.5263,51.6,71,0,6.67,EG,2022-02-12 01:25:00,clear sky
177,Anchorage,61.2181,-149.9003,31.28,78,100,9.22,US,2022-02-12 01:24:24,overcast clouds
178,Santo Antonio Do Ica,-3.1022,-67.9397,74.28,97,100,2.84,BR,2022-02-12 01:25:01,overcast clouds
179,Mokhsogollokh,61.4681,128.9203,-23.35,96,33,3.15,RU,2022-02-12 01:26:01,scattered clouds
180,Sibolga,1.7427,98.7792,75.18,85,100,4.14,ID,2022-02-12 01:21:02,overcast clouds
181,Castanhal,-1.2939,-47.9264,78.39,99,84,3.31,BR,2022-02-12 01:26:02,heavy intensity rain
182,Barrow,71.2906,-156.7887,-30.98,100,0,5.75,US,2022-02-12 01:26:02,haze
183,Hilo,19.7297,-155.09,78.53,67,100,8.05,US,2022-02-12 01:22:32,overcast clouds
184,Seguela,7.9611,-6.6731,73.63,21,6,2.71,CI,2022-02-12 01:26:03,clear sky
185,Cine,37.6117,28.0614,36.5,69,0,2.98,TR,2022-02-12 01:26:03,clear sky
186,Zhigansk,66.7697,123.3711,-30.91,100,100,5.97,RU,2022-02-12 01:26:03,overcast clouds
187,Port Elizabeth,-33.918,25.5701,61.09,94,0,3.44,ZA,2022-02-12 01:26:04,clear sky
188,Moengo,5.6167,-54.4,72.27,98,64,2.13,SR,2022-02-12 01:25:18,broken clouds
189,Taoudenni,22.6783,-3.9836,60.89,25,0,11.56,ML,2022-02-12 01:26:04,clear sky
190,Itoman,26.1247,127.6694,71.62,75,75,13.8,JP,2022-02-12 01:21:12,broken clouds
191,Mezen,65.8522,44.24,18.1,97,99,5.12,RU,2022-02-12 01:26:05,overcast clouds
192,Ilhabela,-23.7781,-45.3581,73.98,88,47,7.31,BR,2022-02-12 01:26:05,scattered clouds
193,Saskylakh,71.9167,114.0833,5.7,90,99,13.94,RU,2022-02-12 01:26:06,overcast clouds
194,Lively,46.4334,-81.1498,32.02,93,91,8.1,CA,2022-02-12 01:26:06,overcast clouds
195,Merauke,-8.4667,140.3333,83.32,69,67,2.62,ID,2022-02-12 01:26:06,broken clouds
196,Zyryanovsk,49.7386,84.2719,-22.16,99,74,2.15,KZ,2022-02-12 01:26:07,broken clouds
197,Talnakh,69.4865,88.3972,-11.85,87,94,9.55,RU,2022-02-12 01:26:07,overcast clouds
198,Tuatapere,-46.1333,167.6833,59.83,64,88,13.53,NZ,2022-02-12 01:26:08,overcast clouds
199,Vao,-22.6667,167.4833,80.33,83,100,14.29,NC,2022-02-12 01:26:08,overcast clouds
200,Kolpashevo,58.3131,82.9089,-14.87,99,35,5.7,RU,2022-02-12 01:26:08,scattered clouds
201,Tura,25.5198,90.2201,52.83,69,0,2.71,IN,2022-02-12 01:26:09,clear sky
202,Narsaq,60.9167,-46.05,25.02,84,100,6.62,GL,2022-02-12 01:26:09,overcast clouds
203,Deputatskiy,69.3,139.9,-16.35,96,100,5.75,RU,2022-02-12 01:26:10,overcast clouds
204,Chichibu,35.9903,139.0764,43.54,50,86,1.01,JP,2022-02-12 01:26:10,overcast clouds
205,Aasiaat,68.7098,-52.8699,18.05,95,100,8.72,GL,2022-02-12 01:26:10,light snow
206,Valparaiso,-33.0393,-71.6273,62.24,82,0,3.44,CL,2022-02-12 01:22:14,clear sky
207,Abu Kamal,34.4506,40.9171,49.62,64,5,10.92,SY,2022-02-12 01:26:11,clear sky
208,Dafeng,23.4517,108.5881,49.15,88,100,4.14,CN,2022-02-12 01:26:11,overcast clouds
209,Hovd,48.0056,91.6419,-15.92,85,54,3.89,MN,2022-02-12 01:26:12,broken clouds
210,Nanakuli,21.3906,-158.1547,81.77,57,0,12.66,US,2022-02-12 01:26:12,clear sky
211,Codrington,-38.2667,141.9667,74.5,46,2,9.33,AU,2022-02-12 01:26:12,clear sky
212,Chapais,49.7834,-74.8492,13.78,95,100,7.07,CA,2022-02-12 01:26:13,light snow
213,Alice Springs,-23.7,133.8833,81.95,28,0,16.11,AU,2022-02-12 01:26:04,clear sky
214,Simao,22.7886,100.9748,53.13,50,2,0.83,CN,2022-02-12 01:26:13,clear sky
215,Llanes,43.4198,-4.7549,44.87,82,100,6.24,ES,2022-02-12 01:26:14,overcast clouds
216,Solnechnyy,50.7214,136.6319,12.15,88,100,7.18,RU,2022-02-12 01:26:14,overcast clouds
217,Aykhal,66.0,111.5,-12.19,100,79,4.9,RU,2022-02-12 01:26:14,broken clouds
218,Takoradi,4.8845,-1.7554,79.11,87,41,7.61,GH,2022-02-12 01:26:15,scattered clouds
219,Kavieng,-2.5744,150.7967,83.89,68,27,3.56,PG,2022-02-12 01:26:15,scattered clouds
220,Faanui,-16.4833,-151.75,80.62,75,100,14.05,PF,2022-02-12 01:26:16,light rain
221,Norman Wells,65.282,-126.8329,-16.56,69,20,2.3,CA,2022-02-12 01:26:16,few clouds
222,Kunming,25.0389,102.7183,46.33,61,0,8.95,CN,2022-02-12 01:26:16,clear sky
223,Esperance,-33.8667,121.9,73.24,92,100,5.21,AU,2022-02-12 01:26:17,overcast clouds
224,Rokytne,51.2796,27.214,32.94,94,100,10.63,UA,2022-02-12 01:26:17,overcast clouds
225,Toora-Khem,52.4675,96.11,-31.63,100,100,0.96,RU,2022-02-12 01:26:17,overcast clouds
226,Tela,15.7833,-87.45,76.08,89,1,4.72,HN,2022-02-12 01:26:18,clear sky
227,Mangrol,21.1167,70.1167,66.06,38,5,10.89,IN,2022-02-12 01:26:18,clear sky
228,Anshun,26.25,105.9333,38.75,90,100,2.53,CN,2022-02-12 01:27:19,overcast clouds
229,Zaysan,47.4667,84.8667,-0.65,85,78,4.85,KZ,2022-02-12 01:27:19,broken clouds
230,Verkhoyansk,67.5447,133.385,-23.73,96,89,1.63,RU,2022-02-12 01:27:19,overcast clouds
231,Touros,-5.1989,-35.4608,81.5,80,90,8.34,BR,2022-02-12 01:25:42,overcast clouds
