City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
232,Hamilton,39.1834,-84.5333,47.41,85,100,19.57,US,2022-02-12 01:25:30,light rain
233,Anadyr,64.75,177.4833,-34.01,73,20,11.18,RU,2022-02-12 01:27:20,mist
234,Nokaneng,-19.6667,22.2667,69.8,82,69,4.47,BW,2022-02-12 01:27:20,broken clouds
235,Khatanga,71.9667,102.5,-1.01,83,100,14.16,RU,2022-02-12 01:27:04,overcast clouds
236,Okhotsk,59.3833,143.3,-5.57,77,33,9.35,RU,2022-02-12 01:27:21,scattered clouds
237,Mingoyo,-10.1,39.6333,73.29,98,100,1.45,TZ,2022-02-12 01:27:22,light rain
238,Thinadhoo,0.5333,72.9333,80.96,71,58,6.42,MV,2022-02-12 01:27:22,broken clouds
239,Longyearbyen,78.2186,15.6401,14.76,94,100,3.6,SJ,2022-02-12 01:25:50,overcast clouds
240,Leningradskiy,69.3833,178.4167,-17.28,96,94,4.47,RU,2022-02-12 01:24:26,overcast clouds
241,Omboue,-1.5746,9.2618,77.14,89,81,6.13,GA,2022-02-12 01:27:23,broken clouds
242,Kifri,34.6959,44.9661,49.01,68,44,6.35,IQ,2022-02-12 01:27:23,scattered clouds
243,Constitucion,-35.3333,-72.4167,58.86,67,0,9.22,CL,2022-02-12 01:27:24,clear sky
244,Clyde River,70.4692,-68.5914,-16.37,76,100,29.93,CA,2022-02-12 01:27:24,snow
245,Port Lincoln,-34.7333,135.8667,71.74,59,0,12.82,AU,2022-02-12 01:27:25,clear sky
246,Strezhevoy,60.7333,77.5889,-16.02,99,42,5.57,RU,2022-02-12 01:27:25,scattered clouds
247,Kudahuvadhoo,2.6708,72.8944,80.83,67,99,0.47,MV,2022-02-12 01:27:25,overcast clouds
248,Klaksvik,62.2266,-6.589,38.32,97,100,31.14,FO,2022-02-12 01:27:26,overcast clouds
249,Half Moon Bay,37.4636,-122.4286,76.24,55,0,11.5,US,2022-02-12 01:27:26,clear sky
250,Provideniya,64.3833,-173.3,-12.39,88,4,8.55,RU,2022-02-12 01:26:54,clear sky
251,Shitanjing,39.2342,106.3439,19.94,67,100,4.07,CN,2022-02-12 01:27:27,overcast clouds
252,Chuy,-33.6971,-53.4616,72.55,85,50,13.78,UY,2022-02-12 01:27:27,scattered clouds
253,Denizli,37.8402,29.0698,38.25,55,0,3.6,TR,2022-02-12 01:27:27,clear sky
254,Ifanadiana,-21.3,47.6333,68.05,99,67,1.21,MG,2022-02-12 01:27:28,broken clouds
255,Along,28.1667,94.7667,49.86,96,83,2.17,IN,2022-02-12 01:27:28,broken clouds
256,Saint-Esteve,42.7131,2.843,52.56,82,0,3.44,FR,2022-02-12 01:27:29,clear sky
257,Kupino,54.3663,77.2981,-15.29,100,92,8.21,RU,2022-02-12 01:27:29,overcast clouds
258,Vanavara,60.34,102.2797,-15.41,98,99,1.59,RU,2022-02-12 01:27:30,overcast clouds
259,Kurilsk,45.2333,147.8833,27.54,63,71,6.31,RU,2022-02-12 01:27:30,broken clouds
260,Ostrow Wielkopolski,51.655,17.8069,33.58,84,9,12.41,PL,2022-02-12 01:27:30,clear sky
261,Vestmanna,62.1564,-7.1664,36.52,93,100,20.71,FO,2022-02-12 01:27:31,overcast clouds
262,Salvador,13.8333,-88.9167,72.0,69,28,1.86,SV,2022-02-12 01:26:04,scattered clouds
263,Fort-Shevchenko,44.5086,50.263,39.92,83,100,10.69,KZ,2022-02-12 01:27:31,overcast clouds
264,Gainesville,29.6516,-82.3248,62.74,63,0,0.0,US,2022-02-12 01:23:05,clear sky
265,Atar,20.5169,-13.0499,66.72,20,100,9.28,MR,2022-02-12 01:27:02,overcast clouds
266,Bambous Virieux,-20.3428,57.7575,75.45,94,40,3.44,MU,2022-02-12 01:27:32,scattered clouds
267,Batagay,67.6333,134.6333,-27.27,97,55,3.22,RU,2022-02-12 01:27:32,broken clouds
268,Alofi,-19.0595,-169.9187,82.29,83,2,11.5,NU,2022-02-12 01:27:33,clear sky
269,Druzhinino,56.7895,59.5143,3.69,99,98,3.04,RU,2022-02-12 01:27:33,overcast clouds
270,Kenai,60.5544,-151.2583,28.02,74,100,14.97,US,2022-02-12 01:27:34,overcast clouds
271,Sokoni,-6.4333,39.55,79.86,77,100,10.29,TZ,2022-02-12 01:27:34,overcast clouds
272,Yanggu,36.1106,115.7753,40.86,54,100,4.36,CN,2022-02-12 01:28:34,overcast clouds
273,Wilmington,34.2257,-77.9447,55.85,59,0,8.05,US,2022-02-12 01:28:33,clear sky
274,Maniitsoq,65.4167,-52.9,28.6,95,100,16.67,GL,2022-02-12 01:28:35,snow
275,Prizren,42.2139,20.7397,43.68,73,14,4.88,XK,2022-02-12 01:28:35,few clouds
276,Kasangulu,-4.5911,15.1708,79.68,93,100,3.02,CD,2022-02-12 01:28:36,light rain
277,Cayenne,4.9333,-52.3333,78.1,88,75,10.36,GF,2022-02-12 01:28:36,broken clouds
278,Palafrugell,41.9174,3.1631,52.47,48,7,7.09,ES,2022-02-12 01:28:36,clear sky
279,Cockburn Town,21.4612,-71.1419,76.96,78,40,14.97,TC,2022-02-12 01:27:30,scattered clouds
280,Inirida,3.8653,-67.9239,76.73,78,89,0.63,CO,2022-02-12 01:28:37,overcast clouds
281,Arraial Do Cabo,-22.9661,-42.0278,71.56,84,75,2.3,BR,2022-02-12 01:26:42,broken clouds
282,Tamandare,-8.7597,-35.1047,79.61,80,64,8.9,BR,2022-02-12 01:28:37,broken clouds
283,Khyriv,49.5333,22.8524,33.49,90,100,10.85,UA,2022-02-12 01:28:38,overcast clouds
284,Grand Gaube,-20.0064,57.6608,75.6,82,98,3.0,MU,2022-02-12 01:28:38,overcast clouds
285,Yar-Sale,66.8333,70.8333,-1.14,82,100,16.4,RU,2022-02-12 01:28:39,overcast clouds
286,Rawson,-43.3002,-65.1023,61.83,47,100,13.27,AR,2022-02-12 01:28:39,overcast clouds
287,Ontario,34.0633,-117.6509,83.39,21,0,8.05,US,2022-02-12 01:24:01,clear sky
288,Praia Da Vitoria,38.7333,-27.0667,59.25,82,20,8.59,PT,2022-02-12 01:24:12,few clouds
289,Padang,-0.9492,100.3543,78.85,73,100,2.66,ID,2022-02-12 01:28:40,overcast clouds
290,Behbahan,30.5959,50.2417,51.12,64,0,4.45,IR,2022-02-12 01:28:40,clear sky
291,Bedele,8.456,36.353,60.28,63,98,2.68,ET,2022-02-12 01:28:40,overcast clouds
292,Port Moresby,-9.4431,147.1797,87.22,55,20,6.91,PG,2022-02-12 01:28:41,few clouds
293,Eydhafushi,5.1033,73.0708,80.98,72,100,4.99,MV,2022-02-12 01:28:41,overcast clouds
294,Rawlins,41.7911,-107.2387,21.63,84,100,11.5,US,2022-02-12 01:28:42,overcast clouds
295,Kjollefjord,70.9457,27.3465,27.61,63,87,13.29,NO,2022-02-12 01:28:42,snow
296,Ust-Nera,64.5667,143.2,-25.87,97,63,2.8,RU,2022-02-12 01:28:42,broken clouds
297,Masuguru,-11.3667,38.4167,71.4,99,100,0.83,TZ,2022-02-12 01:27:13,overcast clouds
298,Gawler,-34.6,138.7333,82.09,33,0,5.08,AU,2022-02-12 01:28:43,clear sky
299,Pundaguitan,6.3711,126.1689,81.23,77,100,12.53,PH,2022-02-12 01:28:43,overcast clouds
300,Dalvik,65.9702,-18.5286,21.13,92,100,6.69,IS,2022-02-12 01:28:44,overcast clouds
301,Pochutla,15.7432,-96.4661,79.65,72,81,4.0,MX,2022-02-12 01:28:44,broken clouds
302,Baghdad,33.3406,44.4009,46.31,66,0,9.22,IQ,2022-02-12 01:26:05,clear sky
303,Port-Gentil,-0.7193,8.7815,80.46,81,99,11.25,GA,2022-02-12 01:28:45,overcast clouds
304,Eagle,43.6954,-116.354,48.15,46,0,12.66,US,2022-02-12 01:28:45,clear sky
305,Saint-Francois,46.4154,3.9054,29.68,91,0,3.44,FR,2022-02-12 01:28:46,clear sky
306,Cherskiy,68.75,161.3,-32.53,98,100,6.8,RU,2022-02-12 01:28:46,overcast clouds
307,George,-33.963,22.4617,63.95,94,100,3.44,ZA,2022-02-12 01:26:48,overcast clouds
308,Guerrero Negro,27.9769,-114.0611,69.89,33,0,10.38,MX,2022-02-12 01:28:47,clear sky
309,Ancud,-41.8697,-73.8203,56.73,72,42,5.59,CL,2022-02-12 01:28:47,scattered clouds
310,Aldan,58.6031,125.3894,-17.77,98,100,2.55,RU,2022-02-12 01:28:47,overcast clouds
311,Palmer,42.1584,-72.3287,46.24,51,75,8.05,US,2022-02-12 01:28:48,broken clouds
312,Hasanabad,36.5465,61.0543,46.62,76,100,4.61,IR,2022-02-12 01:28:48,overcast clouds
313,Raudeberg,61.9875,5.1352,38.19,89,100,7.0,NO,2022-02-12 01:28:48,overcast clouds
314,Apatou,5.155,-54.3472,72.12,99,91,2.37,GF,2022-02-12 01:28:49,overcast clouds
315,Muli,2.9167,73.5667,81.05,67,31,3.74,MV,2022-02-12 01:28:49,scattered clouds
316,Raduzhnyy,62.0961,77.475,-13.79,98,5,7.47,RU,2022-02-12 01:28:50,clear sky
317,Tieling,42.2931,123.8414,20.61,52,100,7.25,CN,2022-02-12 01:28:50,overcast clouds
318,Nome,64.5011,-165.4064,1.47,55,0,20.71,US,2022-02-12 01:28:50,clear sky
319,Coxim,-18.5067,-54.76,74.44,90,4,3.13,BR,2022-02-12 01:28:51,clear sky
320,Nabire,-3.3667,135.4833,79.25,89,95,3.04,ID,2022-02-12 01:28:26,overcast clouds
321,Kirakira,-10.4544,161.9205,78.94,87,100,4.29,SB,2022-02-12 01:29:51,very heavy rain
322,Arawa,-6.2132,155.5367,80.35,83,100,2.19,PG,2022-02-12 01:29:52,light rain
323,Asilah,35.465,-6.0348,57.06,80,0,9.17,MA,2022-02-12 01:29:52,clear sky
324,Vitry-Le-Francois,48.7333,4.5833,32.86,85,13,4.81,FR,2022-02-12 01:29:52,few clouds
325,Mori,34.8333,137.9333,47.44,63,83,1.05,JP,2022-02-12 01:29:53,broken clouds
326,Nanortalik,60.1432,-45.2371,29.8,75,100,10.33,GL,2022-02-12 01:29:53,overcast clouds
327,Kamenka,51.3223,42.7678,30.74,88,100,13.18,RU,2022-02-12 01:29:54,overcast clouds
328,Izumo,35.3667,132.7667,42.75,75,40,1.14,JP,2022-02-12 01:29:54,scattered clouds
329,Awash,8.9833,40.1667,67.71,49,10,0.83,ET,2022-02-12 01:29:54,clear sky
330,Berlevag,70.8578,29.0864,30.27,67,100,19.84,NO,2022-02-12 01:29:55,overcast clouds
331,Bad Neuenahr-Ahrweiler,50.55,7.1,33.76,80,0,4.0,DE,2022-02-12 01:29:55,clear sky
332,Dir,35.2058,71.8756,36.5,41,1,8.84,PK,2022-02-12 01:29:55,clear sky
333,Ampanihy,-24.7,44.75,72.97,91,62,9.28,MG,2022-02-12 01:29:56,broken clouds
334,Sioux Lookout,50.1001,-91.917,-10.82,70,0,8.05,CA,2022-02-12 01:29:56,clear sky
335,Panzhihua,26.5851,101.7128,48.96,68,0,1.86,CN,2022-02-12 01:29:56,clear sky
336,Manakara,-22.1333,48.0167,73.72,91,12,1.54,MG,2022-02-12 01:29:57,few clouds
337,Amapa,1.0,-52.0,72.25,98,74,2.55,BR,2022-02-12 01:29:57,broken clouds
338,Maldonado,-34.6667,-54.9167,72.79,90,100,15.55,UY,2022-02-12 01:29:58,overcast clouds
339,Bundaberg,-24.85,152.35,84.22,57,40,14.97,AU,2022-02-12 01:29:58,scattered clouds
340,Coracora,-15.0333,-73.7833,50.68,84,84,5.95,PE,2022-02-12 01:29:58,broken clouds
341,Lebu,-37.6167,-73.65,58.75,78,0,21.21,CL,2022-02-12 01:29:59,clear sky
342,Pilar,-9.5972,-35.9567,76.93,82,36,7.63,BR,2022-02-12 01:29:59,scattered clouds
343,Santa Clara,22.4,-79.9667,74.17,94,75,3.44,CU,2022-02-12 01:29:59,broken clouds
344,Bubaque,11.2833,-15.8333,78.94,69,3,5.86,GW,2022-02-12 01:30:00,clear sky
345,Batticaloa,7.7102,81.6924,77.88,84,98,2.59,LK,2022-02-12 01:30:01,light rain
346,Aksarka,66.5606,67.7975,-3.84,88,100,10.04,RU,2022-02-12 01:30:01,overcast clouds
347,Coruripe,-10.1256,-36.1756,80.35,79,88,13.49,BR,2022-02-12 01:30:02,overcast clouds
348,Port Hardy,50.6996,-127.4199,46.76,87,40,2.3,CA,2022-02-12 01:25:37,scattered clouds
349,Canandaigua,42.8742,-77.288,49.71,74,100,8.99,US,2022-02-12 01:30:03,overcast clouds
350,Sars,56.5502,57.1366,14.74,96,97,6.26,RU,2022-02-12 01:30:04,overcast clouds
351,Katangli,51.7102,143.2326,26.2,88,100,12.24,RU,2022-02-12 01:30:05,overcast clouds
352,Comodoro Rivadavia,-45.8667,-67.5,67.86,21,0,8.05,AR,2022-02-12 01:30:06,clear sky
353,Alexandria,31.2156,29.9553,48.74,93,0,0.0,EG,2022-02-12 01:28:53,clear sky
354,Fort Nelson,58.8053,-122.7002,8.19,72,75,2.3,CA,2022-02-12 01:30:07,broken clouds
355,Burgeo,47.6167,-57.6152,30.74,81,12,14.18,CA,2022-02-12 01:30:08,few clouds
356,Akonolinga,3.7667,12.25,63.37,86,1,3.27,CM,2022-02-12 01:30:08,clear sky
357,Ostrovnoy,68.0531,39.5131,13.75,97,95,8.25,RU,2022-02-12 01:30:09,overcast clouds
358,Kangaatsiaq,68.3065,-53.4641,8.76,94,100,5.64,GL,2022-02-12 01:30:09,light snow
359,Mto Wa Mbu,-3.35,35.85,67.42,90,100,2.39,TZ,2022-02-12 01:30:10,overcast clouds
360,Port Macquarie,-31.4333,152.9167,76.89,58,97,17.07,AU,2022-02-12 01:30:10,overcast clouds
361,Khuzhir,53.1939,107.3397,-5.55,88,88,3.38,RU,2022-02-12 01:30:11,overcast clouds
362,Kaa-Khem,51.6833,94.7333,-24.75,96,51,2.15,RU,2022-02-12 01:30:11,broken clouds
363,Tofield,53.3668,-112.6686,27.03,84,100,6.31,CA,2022-02-12 01:30:11,overcast clouds
364,Pangai,-19.8,-174.35,86.11,70,20,14.97,TO,2022-02-12 01:30:12,few clouds
365,Petropavlovsk-Kamchatskiy,53.0452,158.6483,10.99,57,0,2.24,RU,2022-02-12 01:30:12,clear sky
366,Jiexiu,37.0244,111.9125,37.62,44,100,2.3,CN,2022-02-12 01:30:13,overcast clouds
367,Dzerzhinsk,56.2389,43.4631,30.02,86,40,6.71,RU,2022-02-12 01:31:13,scattered clouds
368,Cabo San Lucas,22.8909,-109.9124,70.11,67,0,9.22,MX,2022-02-12 01:31:13,clear sky
369,Landau,49.2075,8.1133,36.81,89,3,3.56,DE,2022-02-12 01:31:14,clear sky
370,Acaponeta,22.4964,-105.3594,63.46,58,0,1.99,MX,2022-02-12 01:31:14,clear sky
371,Isangel,-19.55,169.2667,87.91,74,75,10.36,VU,2022-02-12 01:31:14,broken clouds
372,Doha,25.2867,51.5333,66.09,82,0,6.91,QA,2022-02-12 01:31:15,clear sky
373,Atyrau,47.1167,51.8833,33.82,93,75,15.66,KZ,2022-02-12 01:31:15,mist
374,Kawalu,-7.3817,108.2082,77.02,82,100,2.48,ID,2022-02-12 01:31:16,moderate rain
375,Murgab,37.4966,61.9714,44.47,70,100,9.22,TM,2022-02-12 01:31:16,overcast clouds
376,Santa Isabel,-23.3156,-46.2214,69.1,98,60,2.48,BR,2022-02-12 01:31:17,broken clouds
377,Medvezhyegorsk,62.9167,34.4667,16.75,92,99,8.05,RU,2022-02-12 01:31:17,overcast clouds
378,Korla,41.7597,86.1469,26.6,46,11,5.19,CN,2022-02-12 01:31:17,few clouds
379,Kingman,35.1894,-114.053,67.48,16,0,23.02,US,2022-02-12 01:30:50,clear sky
380,Zabol,32.25,67.25,35.74,39,0,1.12,AF,2022-02-12 01:29:38,clear sky
381,Talavera,15.6167,120.9333,83.93,52,96,5.61,PH,2022-02-12 01:31:18,overcast clouds
382,Coquimbo,-29.9533,-71.3436,65.93,77,0,4.61,CL,2022-02-12 01:31:19,clear sky
383,Nauta,-4.5061,-73.5757,74.64,91,100,1.97,PE,2022-02-12 01:31:19,moderate rain
384,Boca Do Acre,-8.7522,-67.3978,73.81,98,100,2.64,BR,2022-02-12 01:31:20,light rain
385,Viedma,-40.8135,-62.9967,60.28,35,0,9.62,AR,2022-02-12 01:31:20,clear sky
386,Gull Lake,50.1001,-108.4847,10.76,86,100,14.09,CA,2022-02-12 01:31:21,overcast clouds
387,Tecoanapa,16.5167,-98.75,76.84,66,87,4.43,MX,2022-02-12 01:31:21,overcast clouds
388,Chalan,9.5477,-75.3113,75.38,80,21,3.15,CO,2022-02-12 01:31:21,few clouds
389,Xichang,27.8964,102.2634,46.81,70,11,1.9,CN,2022-02-12 01:31:22,few clouds
390,Boromo,11.75,-2.9333,72.18,11,1,7.05,BF,2022-02-12 01:31:22,clear sky
391,Winslow,35.0242,-110.6974,60.98,15,0,10.36,US,2022-02-12 01:27:45,clear sky
392,Revelstoke,50.9832,-118.2023,32.02,86,0,0.0,CA,2022-02-12 01:28:01,clear sky
393,Kargat,55.1956,80.2811,-18.13,100,97,6.38,RU,2022-02-12 01:31:23,overcast clouds
394,Celestun,20.8667,-90.4,73.29,78,100,13.53,MX,2022-02-12 01:31:23,overcast clouds
395,Surany,48.0861,18.1845,39.04,74,17,9.51,SK,2022-02-12 01:31:23,few clouds
396,Auki,-8.7676,160.7034,79.16,87,100,7.11,SB,2022-02-12 01:31:24,overcast clouds
397,Nevel,56.0209,29.9284,26.96,89,100,8.72,RU,2022-02-12 01:31:24,overcast clouds
398,Dalbandin,28.8947,64.4101,54.09,20,0,3.09,PK,2022-02-12 01:31:25,clear sky
399,Abashiri,44.0213,144.2697,23.29,74,75,3.44,JP,2022-02-12 01:31:25,broken clouds
400,Kargasok,59.0556,80.8572,-13.85,100,67,8.39,RU,2022-02-12 01:31:25,broken clouds
401,Batemans Bay,-35.7167,150.1833,75.2,61,68,10.18,AU,2022-02-12 01:27:45,broken clouds
402,Beruwala,6.4788,79.9828,76.86,89,99,2.26,LK,2022-02-12 01:31:26,overcast clouds
403,Moron,-34.6534,-58.6198,64.96,61,100,13.62,AR,2022-02-12 01:31:26,overcast clouds
404,Mehamn,71.0357,27.8492,25.72,65,83,13.22,NO,2022-02-12 01:31:27,light snow
405,Pringsewu,-5.3582,104.9744,77.94,82,100,1.54,ID,2022-02-12 01:31:27,overcast clouds
406,Abalak,58.1286,68.5944,-3.23,89,100,12.21,RU,2022-02-12 01:31:27,overcast clouds
407,Susangerd,31.5608,48.1831,55.42,52,0,9.48,IR,2022-02-12 01:31:28,clear sky
408,Daru,-9.0763,143.2092,83.77,65,100,6.91,PG,2022-02-12 01:31:28,overcast clouds
409,Iquique,-20.2208,-70.1431,69.84,70,0,3.38,CL,2022-02-12 01:29:44,clear sky
410,Broken Hill,-31.95,141.4333,76.71,29,0,12.66,AU,2022-02-12 01:27:49,clear sky
411,Emerald,-23.5333,148.1667,85.33,51,0,8.05,AU,2022-02-12 01:31:29,clear sky
412,Pouembout,-21.1333,164.9,83.7,76,75,7.76,NC,2022-02-12 01:31:29,broken clouds
413,Lake Havasu City,34.4839,-114.3224,81.21,9,0,19.57,US,2022-02-12 01:31:30,clear sky
414,Walvis Bay,-22.9575,14.5053,71.1,83,8,3.44,NA,2022-02-12 01:26:42,clear sky
415,Christchurch,-43.5333,172.6333,65.91,92,100,8.05,NZ,2022-02-12 01:31:30,overcast clouds
416,Gumdag,39.2061,54.5906,39.7,62,3,9.08,TM,2022-02-12 01:32:31,clear sky
417,Oriximina,-1.7656,-55.8661,74.64,95,96,2.71,BR,2022-02-12 01:32:31,light rain
418,Gat,31.61,34.7642,47.8,78,0,3.8,IL,2022-02-12 01:32:31,clear sky
419,Dayong,25.0209,118.2898,60.48,78,75,3.42,CN,2022-02-12 01:32:32,broken clouds
420,Kichera,55.9375,110.0997,-11.99,82,19,4.14,RU,2022-02-12 01:32:32,few clouds
421,Quatre Cocos,-20.2078,57.7625,75.31,80,84,3.15,MU,2022-02-12 01:31:05,broken clouds
422,Talara,-4.5772,-81.2719,72.16,86,3,10.83,PE,2022-02-12 01:32:33,clear sky
423,Shimoda,34.6667,138.95,46.76,61,77,8.55,JP,2022-02-12 01:32:33,broken clouds
424,Zenzeli,45.9241,47.0474,39.87,85,98,13.58,RU,2022-02-12 01:32:33,overcast clouds
425,Tamiahua,21.2667,-97.45,68.11,80,98,6.06,MX,2022-02-12 01:32:34,overcast clouds
426,Havoysund,70.9963,24.6622,25.68,61,79,8.21,NO,2022-02-12 01:32:34,light snow
427,Sola,-13.8833,167.55,81.09,76,95,11.12,VU,2022-02-12 01:32:35,overcast clouds
428,Meulaboh,4.1363,96.1285,77.52,81,95,3.04,ID,2022-02-12 01:32:35,overcast clouds
429,Umm Lajj,25.0213,37.2685,63.63,37,0,21.9,SA,2022-02-12 01:32:35,clear sky
430,Sao Sebastiao,-23.76,-45.4097,73.31,91,52,5.08,BR,2022-02-12 01:32:36,broken clouds
431,Hobyo,5.3505,48.5268,75.29,67,100,14.63,SO,2022-02-12 01:32:36,overcast clouds
432,Rock Sound,24.9,-76.2,75.61,81,42,7.27,BS,2022-02-12 01:32:36,scattered clouds
433,Richards Bay,-28.783,32.0377,70.45,91,3,5.44,ZA,2022-02-12 01:32:37,clear sky
434,Ballina,-28.8667,153.5667,73.58,91,75,9.22,AU,2022-02-12 01:32:25,broken clouds
435,Praya,14.9215,-23.5087,73.94,60,0,21.85,CV,2022-02-12 01:32:37,clear sky
436,Kungurtug,50.5994,97.5228,-20.94,96,28,1.23,RU,2022-02-12 01:32:38,scattered clouds
437,Dalianwan,39.0286,121.695,33.84,47,0,6.71,CN,2022-02-12 01:32:38,clear sky
438,Eau Claire,44.8114,-91.4985,11.08,63,100,11.5,US,2022-02-12 01:32:38,overcast clouds
439,Mayo,38.8876,-76.5119,61.43,58,0,17.27,US,2022-02-12 01:32:39,clear sky
440,Kismayo,-0.3582,42.5454,76.17,80,97,15.52,SO,2022-02-12 01:32:39,overcast clouds
441,San Policarpo,12.1791,125.5072,78.48,89,100,13.24,PH,2022-02-12 01:32:40,light rain
442,Vila Velha,-20.3297,-40.2925,73.35,95,75,6.91,BR,2022-02-12 01:30:57,broken clouds
443,Waipawa,-41.4122,175.5153,63.45,99,100,8.99,NZ,2022-02-12 01:32:40,light rain
444,Taiyuan,37.8694,112.5603,26.46,63,100,2.24,CN,2022-02-12 01:32:41,overcast clouds
445,Bashtanka,47.4072,32.4387,39.47,88,76,5.19,UA,2022-02-12 01:32:41,broken clouds
446,Lompoc,34.6391,-120.4579,80.13,41,0,8.05,US,2022-02-12 01:28:01,clear sky
447,Charapan,19.6667,-102.2333,54.19,39,16,4.23,MX,2022-02-12 01:32:41,few clouds
448,Trairi,-3.2778,-39.2689,77.25,83,42,6.26,BR,2022-02-12 01:32:42,scattered clouds
449,Tapes,-30.6733,-51.3958,74.57,81,23,16.55,BR,2022-02-12 01:32:42,few clouds
450,Graaff-Reinet,-32.2522,24.5308,67.33,79,0,3.69,ZA,2022-02-12 01:32:43,clear sky
451,Diego De Almagro,-26.3667,-70.05,64.67,48,0,2.66,CL,2022-02-12 01:32:43,clear sky
452,Kalabo,-14.97,22.6814,65.71,97,100,5.77,ZM,2022-02-12 01:32:43,light rain
453,Tilichiki,60.4667,166.1,-11.33,84,3,9.26,RU,2022-02-12 01:32:44,clear sky
454,Brisbane,-27.4679,153.0281,86.11,56,40,11.5,AU,2022-02-12 01:32:01,scattered clouds
455,Chabahar,25.2919,60.643,68.83,62,0,8.08,IR,2022-02-12 01:32:45,clear sky
456,Methoni,36.8197,21.7049,49.21,72,90,3.56,GR,2022-02-12 01:32:45,overcast clouds
457,Mandalgovi,45.7625,106.2708,-3.93,61,93,3.96,MN,2022-02-12 01:32:45,overcast clouds
458,Katsuura,35.1333,140.3,42.91,54,25,10.11,JP,2022-02-12 01:32:46,scattered clouds
459,Ugoofaaru,5.6667,73.0,81.5,73,100,8.14,MV,2022-02-12 01:32:46,overcast clouds
460,Novaya Bryan,51.7159,108.2691,-26.63,94,99,1.1,RU,2022-02-12 01:32:47,overcast clouds
461,Zhuhai,22.2769,113.5678,69.69,100,40,4.61,CN,2022-02-12 01:33:47,mist
462,Negara,-8.3151,114.6025,78.39,87,100,4.72,ID,2022-02-12 01:33:47,overcast clouds
463,Vasto,42.1243,14.7059,48.47,80,100,8.93,IT,2022-02-12 01:33:48,overcast clouds
